"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MYL4",0,24.4095027257767,0.124,0.001,0
"LINGO3",0,4.89052347462478,0.132,0.01,0
"MESP2",0,6.80296863992395,0.125,0.004,0
"LINC02275",0,0.842276805710019,0.129,0.008,0
"FOXD1",0,-2.64897373879033,0.133,0.013,0
"ENSG00000250390",0,7.57839061100843,0.121,0.002,0
"ENSG00000260254",0,11.0933793683115,0.115,0,0
"BSPRY",0,5.95383618713596,0.12,0.005,0
"CLEC4F",0,7.68874641989565,0.118,0.003,0
"GABRA5",0,-7.76150338777663,0.121,0.007,0
"TES",0,-11.7874640755273,0.122,0.008,0
"KRT222",0,8.8856036657976,0.119,0.005,0
"ISL1-DT",0,15.4589889940375,0.112,0,0
"ENSG00000260838",0,8.26569876466773,0.117,0.007,0
"ENSG00000282527",0,5.08344010821338,0.119,0.011,0
"ENSG00000253184",0,9.43153662300129,0.109,0.001,0
"PCP2",0,10.5320756839937,0.108,0.001,0
"TSPAN19",0,2.35990106520254,0.109,0.002,0
"LOC100129066",0,2.24875354458035,0.113,0.007,0
"ENSG00000255599",0,13.6379341562434,0.106,0,0
"OPRD1",0,-35.7832357685847,0.109,0.006,0
"FAM138B",0,8.88412826096364,0.103,0,0
"ENSG00000279240",0,14.0329552359999,0.104,0.001,0
"LOC105371730",0,5.77431390718102,0.106,0.004,0
"ENSG00000260858",0,8.98734256521849,0.1,0,0
"ENSG00000287976",0,3.42245419855584,0.101,0.003,0
"ENSG00000224658",0,-77.3892634119839,0.104,0.006,0
"LOC101927434",0,11.161302255485,0.101,0.005,0
"ACKR1",0,5.3687946032329,0.104,0.008,0
"ENSG00000250994",0,5.87554401409531,0.099,0.005,0
"WSCD2",0,2.75034246260287,0.099,0.007,0
"MID2",0,6.06100661384609,0.097,0.005,0
"ENSG00000253477",0,3.80141205842034,0.099,0.008,0
"INSM2",0,5.4856499001794,0.093,0.002,0
"RBP4",0,-6.51536503699909,0.092,0.002,0
"ANKRD33",0,7.52715919746994,0.089,0.001,0
"RD3L",0,-3.14933077338019,0.087,0,0
"SPTBN5",0,5.74682513354409,0.088,0.002,0
"ENSG00000259833",0,8.703954435034,0.087,0.001,0
"GUCA1ANB",0,10.4307631342394,0.088,0.002,0
"ENSG00000248343",0,-15.0476233675396,0.092,0.006,0
"RGS9BP",0,5.84544864185755,0.087,0.003,0
"ENSG00000261189",0,-1.1131888106461,0.085,0.002,0
"F10-AS1",0,8.31233961573447,0.084,0.001,0
"ENSG00000257165",0,28.951131412385,0.087,0.004,0
"FAM138D",0,10.4624952006517,0.082,0,0
"SAMSN1-AS1",0,8.750136439729,0.082,0,0
"LRIT3",0,1.18540253163172,0.083,0.002,0
"RAB41",0,8.75485528927947,0.082,0.001,0
"LRIT1",0,8.77839363895649,0.081,0,0
"CABP2",0,11.5547765151905,0.081,0,0
"ENSG00000260466",0,6.84303388705951,0.082,0.001,0
"ENSG00000287400",0,5.24322408632086,0.084,0.003,0
"RHO",0,38.2996713561348,0.081,0.001,0
"NEUROG1",0,17.7174654578484,0.082,0.002,0
"ENSG00000235024",0,4.36376880791051,0.085,0.005,0
"LOC105374516",0,2.72368656156593,0.084,0.005,0
"ENSG00000255021",0,9.21331491742826,0.08,0.001,0
"MYO3B-AS1",0,1.20027231954108,0.081,0.003,0
"GUCA1C",0,35.4715236572042,0.082,0.005,0
"MMP9",0,6.1903413196006,0.077,0.001,0
"LINC00648",0,5.38607511597465,0.081,0.005,0
"HHATL",0,6.74827604374836,0.076,0.002,0
"LINC00424",0,10.2051818215388,0.075,0.001,0
"ENSG00000255525",0,3.24530059597472,0.075,0.001,0
"ENSG00000257879",0,28.4532709852651,0.077,0.003,0
"PEX5L-AS2",0,5.38152641310484,0.076,0.002,0
"ENSG00000249568",0,6.88181823495827,0.075,0.001,0
"PSKH2",0,1.01689840416804,0.075,0.002,0
"ENSG00000272483",0,7.8554955579641,0.074,0.002,0
"LINC01143",0,10.8658662078858,0.072,0,0
"TDH-AS1",0,5.83088385192591,0.073,0.001,0
"AQP3",0,5.16885906162746,0.071,0.002,0
"LRIT2",0,8.36817025143798,0.068,0,0
"FAM138E",0,11.0241187711499,0.068,0,0
"LOC105375501",0,6.61871662381461,0.068,0.001,0
"LOC101928335",0,2.3086152091249,0.071,0.004,0
"ENSG00000277978",0,4.33307193627262,0.071,0.004,0
"TAFA3",0,5.90620409714454,0.068,0.002,0
"RDH8",0,6.18933472741921,0.067,0.001,0
"IRX6",0,12.0333079630713,0.064,0,0
"DDC",0,6.34606680735611,0.065,0.002,0
"ENSG00000248647",0,6.58717665055365,0.066,0.003,0
"C7orf33",0,6.60600101428524,0.065,0.002,0
"LOC105375750",0,1.88666515762167,0.063,0.001,0
"ENSG00000275139",0,5.98834388471978,0.063,0.001,0
"ENSG00000235281",0,5.38484069722439,0.064,0.003,0
"FAM138C",0,8.67153694620513,0.061,0,0
"CLDN3",0,-5.51936620229668,0.064,0.003,0
"ENSG00000234595",0,10.0177103159209,0.061,0,0
"ENSG00000250344",0,6.57458027474084,0.061,0.001,0
"ENSG00000260992",0,5.2479338121088,0.061,0.003,0
"LHX3",0,-8.03243183025745,0.058,0.001,0
"ENSG00000258670",0,5.2943918816178,0.058,0.001,0
"POU2AF1",0,-16.0803493330454,0.058,0.002,0
"ENSG00000227716",0,24.9440723491687,0.058,0.002,0
"GRK1",0,6.99848269417767,0.057,0.001,0
"ENSG00000279668",0,4.60285069756512,0.058,0.002,0
"PGM5-AS1",0,7.20662556739671,0.055,0.001,0
"ACP5",0,3.44848024262111,0.055,0.002,0
"ENSG00000230991",0,9.14610614903953,0.052,0,0
"LOC101927787",0,8.76746924626034,0.052,0.001,0
"LOC107984273",0,6.0890609412541,0.051,0.001,0
"ENSG00000286889",0,8.00392459687022,0.049,0,0
"USH2A-AS2",0,8.37921671582548,0.047,0,0
"PRSS56",0,-49.3349820931958,0.046,0.001,0
"ENSG00000259017",0,6.85890536679604,0.045,0,0
"SMIM40",0,3.95301690542134,0.046,0.001,0
"ENSG00000243799",0,-3.64906862619053,0.046,0.001,0
"TMEM132E-DT",0,7.67552643746207,0.043,0,0
"LINC00845",0,6.11099658894659,0.044,0.001,0
"ENSG00000286878",0,7.7290145927606,0.042,0,0
"ENSG00000273172",0,6.10223108353925,0.042,0.001,0
"SLC5A7",0,80.2184855649615,0.04,0,0
"ENSG00000225570",0,10.7759769624495,0.039,0,0
"LINC01480",0,26.2146491199609,0.029,0,0
"ENSG00000258683",0,8.53337346112431,0.029,0,0
"CD207",0,6.25628618070931,0.029,0,0
"ENSG00000258393",0,10.686529118267,0.028,0,0
"EGFLAM-AS4",0,7.94005073412812,0.028,0,0
"ENSG00000236292",0,9.31576804304223,0.028,0,0
"PRICKLE2-DT",0,9.18314968048125,0.026,0,0
"ENSG00000228541",0,9.02749550546587,0.021,0,0
"ENSG00000255119",0,6.93713286849872,0.02,0,0
"ENSG00000249491",0,9.41448111866034,0.02,0,0
"ENSG00000223649",0,10.4136982727749,0.016,0,0
"TRAJ49",0,10.2578618597174,0.015,0,0
"OLFM3",2.2038308206618e-307,-321.289189140366,0.235,0.042,8.0547812664368e-303
"H2AJ",6.43076884458148e-307,-1.64812528783379,0.422,0.122,2.35038170500608e-302
"SLCO3A1",3.13825748730999e-306,-34.0913253338685,0.425,0.118,1.14700172903693e-301
"SRRM3",3.47526264619575e-306,11.2940822031392,0.524,0.181,1.27017374455808e-301
"IQSEC3",1.11590978185968e-303,3.14535827783132,0.357,0.089,4.07853866171896e-299
"EYA2",3.66437649844386e-303,-122.220418190197,0.311,0.069,1.33929296641625e-298
"ENSG00000256783",7.89070027453269e-303,8.43881411317781,0.015,0,2.88397204333895e-298
"LGALSL",1.88675450830676e-302,21.7783628091732,0.439,0.136,6.89589905241038e-298
"LGI4",4.54584573696126e-302,-8.30728438140947,0.205,0.033,1.66146115840197e-297
"PKP1",8.03901985048414e-302,7.48557739185966,0.022,0,2.93818136515345e-297
"CLIP4",1.12003254813558e-301,10.5839248208864,0.509,0.17,4.09360696018073e-297
"NT5E",8.04612611815551e-301,10.2240200530914,0.192,0.029,2.94077863492466e-296
"RPGR",1.53506003207236e-300,3.94152462885113,0.358,0.093,5.61049091122127e-296
"ADCY1",1.01132984709789e-298,-40.7502154754706,0.538,0.192,3.69630945815808e-294
"EPHA10",2.65702720192632e-298,2.39899607862898,0.164,0.022,9.71116872032051e-294
"KCTD8",1.76620688928543e-297,-48.4116708063794,0.295,0.063,6.45530955964932e-293
"PTPN13",4.18940418226661e-297,95.8718836610031,0.686,0.379,1.53118533457662e-292
"SPCS1",1.34773589398396e-296,16.7752213785402,0.859,0.583,4.92583991892199e-292
"ENSG00000257894",2.82241836588935e-296,4.53657781161525,0.59,0.232,1.0315656885489e-291
"LOC100144595",1.45585067369188e-295,4.37434301283416,0.108,0.01,5.32098862727644e-291
"ZNF804B",2.18050174121361e-295,211.065280944231,0.223,0.041,7.96951581396161e-291
"NNAT",2.30380887087753e-294,-306.862238731933,0.305,0.732,8.4201910421703e-290
"DLGAP1",4.72607422730784e-294,-478.542948427275,0.248,0.705,1.72733286933874e-289
"ARX",5.4007607895227e-294,-31.3454611972452,0.016,0.516,1.97392406096265e-289
"NANOS1",1.0053766339313e-293,5.37391071271468,0.246,0.047,3.67455105935551e-289
"SCOC-AS1",1.16439879956987e-293,1.55161343764427,0.163,0.022,4.25576117254792e-289
"CDH4",4.38161008107341e-293,-91.8988792245097,0.154,0.64,1.60143466853152e-288
"FAM110B",4.63088913968271e-293,-40.0374453019118,0.232,0.693,1.69254367166263e-288
"PRR15",2.65354702286252e-291,7.7381288409541,0.028,0.001,9.69844901386021e-287
"EOGT",2.66499999099073e-291,4.53843091344021,0.202,0.033,9.74030846707201e-287
"SORBS2",3.33990095711179e-291,-48.6894392547915,0.774,0.394,1.22070040081479e-286
"NCAN",1.22457341377413e-290,-94.7849229357567,0.094,0.585,4.47569337000305e-286
"TDRD9",3.42566761484952e-290,10.3826399969922,0.128,0.014,1.25204725655135e-285
"GPR179",8.10699098126058e-290,5.3100892155053,0.066,0.004,2.96302413374093e-285
"CXXC4",2.43683170750189e-289,-12.2717538762477,0.621,0.246,8.90637620774867e-285
"KIAA0087",2.51392235031546e-288,5.79168449475296,0.026,0,9.18813479816798e-284
"SOX2-OT",4.71819187807217e-288,-819.018954152263,0.344,0.744,1.7244519495166e-283
"KLF7",8.95440186379907e-288,-74.5878530274382,0.244,0.691,3.27274433719992e-283
"CTSV",8.99587608716689e-288,-11.957852797513,0.17,0.024,3.28790275109863e-283
"ENSG00000265643",1.34699066623858e-286,10.5071164341565,0.25,0.05,4.92311618603538e-282
"WDR31",1.95094833989946e-286,-38.3065418067158,0.331,0.082,7.13052108749855e-282
"DOK6",4.88194289983806e-286,22.5243017976043,0.525,0.194,1.78430131046181e-281
"RIIAD1",6.00491778842592e-285,4.39172438152001,0.173,0.025,2.19473740249179e-280
"PPM1H",2.11578216989357e-284,-5.22285921927623,0.308,0.072,7.73297225274401e-280
"THCAT155",4.42014445394333e-284,5.53280294035527,0.045,0.002,1.61551859647175e-279
"ENSG00000254033",5.04227616542458e-284,6.18359091832001,0.044,0.002,1.84290151570103e-279
"EGFR",1.74680645181267e-283,-80.5653818222424,0.049,0.539,6.38440290073012e-279
"PPP1R3E",3.8044628478583e-283,3.64806144964737,0.423,0.128,1.39049312626373e-278
"GRP",4.59592743104381e-283,30.6609605665644,0.018,0,1.6797655167722e-278
"SLC2A11",6.57992677036397e-283,1.66346759276248,0.314,0.075,2.40489743530033e-278
"ENSG00000237670",7.42844630922553e-283,11.4918424406165,0.017,0,2.71502284155884e-278
"MAOB",8.19058210356616e-283,-1.69511798481428,0.116,0.012,2.9935758530324e-278
"PARM1",3.81706570753025e-282,13.4135894222572,0.238,0.045,1.39509934544523e-277
"ENSG00000286250",2.11387831635993e-281,6.11656509074941,0.02,0,7.7260138584639e-277
"CNN3",1.2703172846883e-280,-159.707344502606,0.267,0.693,4.64288264380728e-276
"LOC122455340",1.97967720019384e-279,8.90410324300753,0.013,0,7.23552219898846e-275
"ENSG00000271109",3.63035027245445e-279,4.24492679387945,0.088,0.007,1.32685672107938e-274
"PPCS",4.01291549635658e-279,1.63951807600975,0.351,0.091,1.46668048476337e-274
"SOX9",4.12396930781304e-279,-66.9005745054669,0.054,0.538,1.50726954231259e-274
"KCNQ1",6.00362366228947e-279,-8.51233357070466,0.566,0.216,2.19426441233018e-274
"KCNQ1OT1",2.15722788728141e-277,-83.6928732405041,0.74,0.361,7.88445220522482e-273
"STPG1",9.33684110672291e-277,2.70698064442168,0.116,0.012,3.41252205609615e-272
"ELMOD1",1.18062896042078e-276,-27.8068119890891,0.162,0.023,4.3150807874419e-272
"LMAN1",1.30120804290106e-276,-42.1322926598697,0.702,0.344,4.75578527599908e-272
"DHRS11",1.31718226962581e-276,5.82250900500972,0.283,0.064,4.81416947725536e-272
"ATP2B4",4.63629803781685e-276,-20.0496676884738,0.09,0.573,1.69452056984168e-271
"PDIA5",1.22280573646587e-275,-29.7777728194834,0.346,0.091,4.46923268620909e-271
"ART4",3.21982725088362e-275,4.32051894752151,0.099,0.009,1.17681466192545e-270
"ENSG00000240291",3.96090039653391e-275,8.98774220009769,0.503,0.176,1.44766948592918e-270
"RGS9",5.41872910069384e-275,6.15449814814,0.325,0.082,1.98049129901259e-270
"PRTG",4.54590280090002e-274,-12.5435900124782,0.429,0.134,1.66148201470095e-269
"RUNDC3B",3.7222007491447e-273,-4.37340957403945,0.338,0.087,1.3604271518049e-268
"MAOA",6.14557415833939e-273,6.16095729390893,0.406,0.124,2.24614589913147e-268
"ENSG00000274492",2.60387222401436e-272,5.04831943979744,0.044,0.002,9.51689259155008e-268
"ENSG00000287048",3.57404203424522e-272,6.31800523264007,0.021,0,1.30627662309629e-267
"RIC3",5.13963732471853e-272,-9.70929131025875,0.604,0.233,1.87848604581138e-267
"RP1L1",7.87190832210802e-271,4.39602136924409,0.065,0.004,2.87710377264726e-266
"AMPH",4.07197565467084e-270,-11.1097817071049,0.485,0.168,1.48826638202564e-265
"STK33",3.45008931863098e-269,-16.3564788239363,0.621,0.253,1.26097314506644e-264
"PBX1",4.58494199252405e-269,-185.675677242248,0.649,0.908,1.67575044884761e-264
"TMEM161B-DT",1.13032354696725e-268,-97.6662625849207,0.619,0.895,4.13121953181059e-264
"TMEM169",3.70227779844566e-268,3.741493037875,0.365,0.101,1.3531455125539e-263
"ARMC9",3.17548537065833e-267,31.9417962258328,0.631,0.306,1.16060814812191e-262
"SLIT2",1.2698275364545e-266,-83.210777197039,0.265,0.057,4.64109266298754e-262
"EZR",2.12694763217202e-266,-37.0779706101353,0.097,0.563,7.7737809008255e-262
"NR2F1",3.01680713691884e-266,-162.662653340991,0.585,0.866,1.10261284047247e-261
"LOC105377924",3.27482580934354e-266,6.78430384522253,0.018,0,1.19691608505697e-261
"PHOSPHO1",5.06379500228107e-266,6.6421482493416,0.02,0,1.85076643538371e-261
"ENSG00000222000",1.05647979767147e-265,-33.9276781377075,0.236,0.048,3.86132801250945e-261
"MOB3B",7.21282352718279e-265,-75.4640384623754,0.075,0.539,2.63621487095004e-260
"SOX4",1.37979094840694e-264,-256.367734239041,0.928,0.971,5.04299793733253e-260
"SLC46A3",7.07981782053923e-264,3.32522307748391,0.236,0.047,2.58760261522888e-259
"PTPRZ1",1.87606930641169e-263,-785.83698898638,0.485,0.766,6.85684570800408e-259
"MXRA7",2.03567141702926e-263,-36.4546321118428,0.556,0.228,7.44017546210023e-259
"PTPRB",2.88932015016039e-263,-8.21070529887702,0.159,0.023,1.05601762168212e-258
"CORO1C",2.40128498495411e-262,-35.4205554078132,0.215,0.653,8.77645649150878e-258
"ARHGAP10",4.80072986755502e-262,-9.17847182267633,0.195,0.033,1.75461875929268e-257
"GREB1L",1.90758906739818e-260,13.3559780697782,0.275,0.064,6.97204728243362e-256
"ELAVL4",7.1437338906667e-260,-72.666648215941,0.06,0.521,2.61096329969977e-255
"SORBS1",1.77460727191114e-259,-65.9168856202933,0.183,0.628,6.48601211810802e-255
"MDGA2",4.42774809472981e-259,160.570954074713,0.422,0.143,1.6182976511428e-254
"MOK",1.4389463173192e-257,-21.2047014352481,0.485,0.178,5.25920489516994e-253
"PPFIA2",2.11954137130552e-257,53.8115214903075,0.888,0.54,7.74671175798453e-253
"TSPAN9",7.81476198857432e-257,9.64266554591467,0.42,0.137,2.85621735920403e-252
"CTBS",1.40663788316996e-256,3.03689440455728,0.313,0.079,5.14112079919789e-252
"ENC1",2.98096467698338e-256,-156.812169766123,0.158,0.602,1.08951277979065e-251
"SH3TC2",5.97967671156398e-255,6.71634487872645,0.056,0.003,2.18551204130952e-250
"ABCG1",6.43247992198922e-255,-7.79838572047191,0.387,0.115,2.35100708668784e-250
"TUBB2B",2.68444829614206e-254,-366.012735408381,0.706,0.926,9.8113900775696e-250
"CIB4",1.08829097919257e-253,5.35917244954982,0.035,0.001,3.97759469985092e-249
"TMEM131L",2.59681930187634e-253,-29.8153015002193,0.087,0.542,9.49111486642784e-249
"TPH1",9.57274732295014e-253,108.643621621608,0.087,0.008,3.49874341906505e-248
"SH3RF3",2.151541793258e-252,-71.2532993600636,0.061,0.514,7.86367010017868e-248
"H4-16",2.78712909936164e-251,4.02466839998609,0.072,0.005,1.01866781452569e-246
"ENSG00000230615",3.89161175723143e-251,-42.6821402177964,0.257,0.057,1.42234518115051e-246
"MACROD2",4.94908647301218e-251,37.879727148705,0.711,0.364,1.80884161502122e-246
"ENSG00000244239",1.0630616331554e-250,4.13961991715099,0.075,0.006,3.88538396301968e-246
"SNX10-AS1",1.47312317090583e-250,-5.25704841678365,0.192,0.033,5.38411787734371e-246
"CERS6",3.79494706522352e-250,-140.421680944817,0.535,0.861,1.38701520286854e-245
"GNG2",1.21504310616645e-249,-18.8526908903269,0.13,0.579,4.44086104872774e-245
"FYN",1.41957163222271e-249,-166.603609769499,0.477,0.853,5.1883923586108e-245
"MARCKSL1",1.85780433054633e-248,-125.32670488421,0.742,0.901,6.79008904771377e-244
"ATP1B2",3.78146812006709e-248,-32.7501187183827,0.796,0.387,1.38208878320332e-243
"EGR1",9.02591535013078e-248,-165.464816747106,0.295,0.677,3.2988818013193e-243
"ENSG00000256637",1.69540690191427e-247,-429.491320468455,0.035,0.481,6.19654268580648e-243
"ENSG00000265125",5.07169247264105e-247,4.20671846713005,0.076,0.006,1.85365288182558e-242
"HSPA12A",1.99023110772074e-246,-13.9127346971165,0.255,0.056,7.27409567560853e-242
"RND3",2.5995874864647e-246,-69.6022539048726,0.181,0.61,9.50123230427982e-242
"PPARGC1B",7.00720454473222e-246,1.15050379052821,0.147,0.021,2.56106318905418e-241
"B2M",1.10352214104024e-245,-166.737700771676,0.174,0.599,4.03326307328796e-241
"ZNF326",3.27221193486013e-245,31.3533592730011,0.834,0.585,1.19596074007203e-240
"TSHZ2",3.80561752771725e-245,-88.4919683864715,0.296,0.073,1.39091515020538e-240
"FXYD3",1.73251125063366e-244,-7.42645805193205,0.066,0.004,6.33215536994098e-240
"SLC1A3",3.61511390481779e-243,-318.392623085971,0.066,0.511,1.32128798107185e-238
"ENSG00000283648",7.17699092414468e-243,12.2533279330096,0.048,0.002,2.62311841286564e-238
"TTC23L-AS1",2.57626097188472e-242,5.02412473797261,0.064,0.004,9.41597622614147e-238
"COX17",3.43715192869888e-242,-60.0808585306548,0.671,0.338,1.25624465842015e-237
"POU6F2",4.01469251680493e-241,7.82839864461464,0.221,0.046,1.46732996796703e-236
"NRG1-IT1",5.41582936097359e-241,6.04581242901746,0.021,0,1.97943147314224e-236
"PTN",2.30124510900644e-240,-Inf,0.198,0.613,8.41082074890765e-236
"ENSG00000269707",2.61498398326133e-240,-16.4217548036907,0.028,0.464,9.55750496042183e-236
"KCNIP4-IT1",4.47889996413416e-240,8.30645148090789,0.085,0.008,1.6369931478914e-235
"PALLD",5.04101678083992e-240,-155.204534490712,0.29,0.681,1.84244122322918e-235
"GRAMD2B",9.67613445879438e-240,-12.1035644333892,0.32,0.084,3.53653038334476e-235
"KCNH5",1.78208453463909e-239,-25.3292850177859,0.144,0.021,6.51334076565242e-235
"CLSTN3",1.78353682007522e-239,3.83163211740022,0.549,0.231,6.51864872369293e-235
"CLUL1",6.96906586204909e-239,10.516046886054,0.158,0.025,2.54712388192032e-234
"PGM5P3-AS1",6.97888138172156e-239,-3.80105766487828,0.048,0.002,2.55071135620541e-234
"C16orf74",1.22810769380705e-238,7.42738814326957,0.404,0.131,4.48861081009539e-234
"ARHGAP24",2.21398436471653e-238,-127.96430078401,0.314,0.083,8.09189145460244e-234
"TACR3",3.08232923413971e-238,50.9212478661585,0.085,0.008,1.12656051178572e-233
"LTBP1",4.17013075421812e-238,-132.262832512902,0.099,0.534,1.52414108935918e-233
"SCAMP1-AS1",2.70748873349555e-237,-3.45580193028422,0.274,0.066,9.89560057205287e-233
"TMSB4X",3.46921469658041e-237,-419.392460785473,0.796,0.937,1.26796327945317e-232
"PDE10A",5.50068023388541e-237,-204.550622160244,0.207,0.644,2.01044361868278e-232
"PDZD2",5.55615386775087e-236,-85.3890329322489,0.533,0.228,2.03071867712427e-231
"ENSG00000250567",7.09110366533782e-236,6.20258514097172,0.019,0,2.59172747864432e-231
"OGDHL",1.07797816715045e-235,3.81972901036665,0.079,0.007,3.93990240311817e-231
"CPE",1.56878846455661e-235,-79.2622798477104,0.934,0.712,5.73376495910797e-231
"CHRNB4",3.15047584689927e-235,1.4139440720128,0.142,0.021,1.15146741728321e-230
"NRTN",3.52490490448835e-235,-25.8852418621693,0.07,0.005,1.28831749354145e-230
"PAK3",8.27226250541649e-235,-77.4750665626087,0.367,0.764,3.02342922310467e-230
"ID2",1.41353669861236e-234,-101.995397077049,0.121,0.549,5.16633527975833e-230
"ARID3B",2.73311643928778e-234,8.34402862378244,0.453,0.165,9.98926727395292e-230
"NR2F2",4.0573281844291e-234,-68.9752921172555,0.14,0.571,1.48291287812699e-229
"SRSF9",1.00241644772868e-233,-15.7743462698822,0.325,0.707,3.66373187480355e-229
"SCG3",7.76078522190929e-233,-72.9520828291703,0.781,0.451,2.83648939075563e-228
"ENSG00000239767",9.13533989631044e-233,5.62497929942592,0.022,0,3.3388753787025e-228
"CHGB",4.5651698440556e-232,13.4160603453621,0.381,0.118,1.66852392630388e-227
"NAV1",4.5702544873167e-232,-21.5610447272383,0.174,0.605,1.67038231256938e-227
"TCERG1L",6.34163389900259e-232,4.01274945341705,0.076,0.006,2.31780377374646e-227
"IFT57",8.42596732767348e-232,-13.3863725048036,0.54,0.232,3.07960679859138e-227
"TMSB15A",1.27577740133685e-231,-25.7571411613628,0.119,0.54,4.66283882414607e-227
"ENSG00000226441",1.27815755863149e-231,4.97913244479784,0.048,0.002,4.67153806104222e-227
"ZNF540",3.69423044228753e-231,3.83738721838862,0.45,0.159,1.35020428435167e-226
"PCMTD2",4.17192170325714e-231,7.65536657017982,0.655,0.336,1.52479566332345e-226
"GNAQ",1.29258639192222e-230,-42.0308894074125,0.53,0.843,4.72427400383654e-226
"PBX3",9.33368916356438e-230,-6.31149550540416,0.535,0.227,3.41137005239114e-225
"H3-3B",4.94896331598347e-229,-182.790465215482,0.944,0.947,1.8087966023588e-224
"HLF",6.36255650087999e-229,-5.4157252005064,0.171,0.029,2.32545077550663e-224
"MEIS1",1.74555586097507e-228,-58.2410425878461,0.603,0.279,6.37983211627779e-224
"NTM",1.77019316474479e-228,-100.530574679565,0.89,0.577,6.46987899782572e-224
"PAX6",1.77969808340422e-228,-24.2311493794599,0.161,0.589,6.5046185250341e-224
"PCSK2",2.85440912627469e-228,-71.4474442373774,0.21,0.043,1.04325799156214e-223
"ENO2",1.21966869416295e-227,-42.8009133279513,0.729,0.45,4.45776711029618e-223
"ENSG00000272078",3.07096699430924e-226,4.0484340446008,0.081,0.007,1.12240772675008e-221
"ENSG00000256717",3.25921151445763e-226,-115.88225349577,0.116,0.015,1.19120921641912e-221
"MAP4K4",1.77045229220914e-225,-85.4543334124448,0.624,0.879,6.4708260827952e-221
"CORO2A",3.95064704196654e-225,-64.0268706574323,0.178,0.032,1.44392198736835e-220
"PRAG1",9.3531076621176e-225,-103.334319593679,0.05,0.472,3.41846731942736e-220
"GABRG3",1.40796834840553e-224,-78.7332976995996,0.186,0.035,5.14598351658736e-220
"MAML2",1.49677342165406e-224,-112.098404948132,0.893,0.565,5.47055717880341e-220
"PIK3R3",5.59049433596635e-224,-33.7570532093886,0.309,0.706,2.04326977485234e-219
"ABLIM3",1.48395951888712e-223,5.43771281915604,0.178,0.032,5.42372364558053e-219
"FABP7",2.0717672831046e-223,-Inf,0.484,0.818,7.572102243019e-219
"ANK1",2.24161831402083e-223,-5.14692793169624,0.213,0.045,8.19289077591471e-219
"TMEM14B",5.27222330224068e-223,4.72021158061646,0.911,0.727,1.92694489473595e-218
"PID1",7.10375806251212e-223,-116.425073148824,0.087,0.512,2.59635253426756e-218
"NDRG3",1.82665445524152e-222,9.96074711512837,0.56,0.251,6.67623936846224e-218
"ZC2HC1A",4.23245556518822e-222,-24.0946770903743,0.427,0.762,1.54692018452064e-217
"PMP2",4.47597088587832e-222,-306.862238731933,0.061,0.475,1.63592259907967e-217
"SLC12A5-AS1",5.34901508045922e-222,4.42116013060922,0.056,0.004,1.95501152175704e-217
"LOC101926964",5.78378270851772e-222,-61.6091793271623,0.075,0.498,2.11391474213614e-217
"AHI1",1.67751094678541e-221,9.08782176325148,0.767,0.429,6.13113475940598e-217
"ZNF736",1.72172154475685e-221,3.3581851391898,0.285,0.074,6.2927200739318e-217
"EMX2",5.4782781259513e-221,-12.7412308805779,0.032,0.452,2.00225587225394e-216
"ADGRG1",7.30697875814111e-221,-20.2231291084395,0.052,0.47,2.670627666313e-216
"NCKAP5-AS1",8.86997049828736e-221,4.19087367959785,0.168,0.029,3.24188551741905e-216
"PRKCA",2.22933266079252e-220,-25.5380057906649,0.303,0.746,8.14798794193056e-216
"LOC105378044",2.82616124250678e-220,8.24801061827185,0.013,0,1.0329336725238e-215
"TAL2",3.65143351919559e-220,4.31252318051559,0.122,0.016,1.3345624369308e-215
"CHST11",8.6464719161528e-220,-77.2239698748561,0.111,0.53,3.16019902063469e-215
"OSBP2",1.02402100031469e-219,-3.89627967907606,0.564,0.256,3.74269435405015e-215
"PDC-AS1",1.18140323962521e-219,6.05931469725799,0.396,0.133,4.31791070050616e-215
"LYST",3.52995753027386e-219,-36.2776305877124,0.647,0.331,1.29016417773979e-214
"GUCY1A2",7.17932293783606e-219,-22.6787824274709,0.414,0.14,2.6239707405497e-214
